Assembly instruction,Category,
VPABSB {evex},AVX512,
VPABSB,AVX512,
VPABSD,AVX512,
VPABSD {evex},AVX512,
VPABSQ,AVX512,
VPABSW {evex},AVX512,
VPABSW,AVX512,
VPACKSSDW {evex},AVX512,
VPACKSSDW,AVX512,
VPACKSSWB {evex},AVX512,
VPACKSSWB,AVX512,
VPACKUSDW {evex},AVX512,
VPACKUSDW,AVX512,
VPACKUSWB {evex},AVX512,
VPACKUSWB,AVX512,
VPADDB {evex},AVX512,
VPADDB,AVX512,
VPADDD,AVX512,
VPADDD {evex},AVX512,
VPADDQ,AVX512,
VPADDQ {evex},AVX512,
VPADDSB {evex},AVX512,
VPADDSB,AVX512,
VPADDSW {evex},AVX512,
VPADDSW,AVX512,
VPADDUSB {evex},AVX512,
VPADDUSB,AVX512,
VPADDUSW {evex},AVX512,
VPADDUSW,AVX512,
VPADDW {evex},AVX512,
VPADDW,AVX512,
VPALIGNR {evex},AVX512,
VPALIGNR,AVX512,
VPANDD,LOGICAL,
VPANDND,LOGICAL,
VPANDNQ,LOGICAL,
VPANDQ,LOGICAL,
VPAVGB {evex},AVX512,
VPAVGB,AVX512,
VPAVGW {evex},AVX512,
VPAVGW,AVX512,
VPBLENDMB,BLEND,
VPBLENDMD,BLEND,
VPBLENDMQ,BLEND,
VPBLENDMW,BLEND,
VPBROADCASTB {evex},BROADCAST,
VPBROADCASTD {evex},BROADCAST,
VPBROADCASTMB2Q,BROADCAST,
VPBROADCASTMW2D,BROADCAST,
VPBROADCASTQ {evex},BROADCAST,
VPBROADCASTW {evex},BROADCAST,
VPCLMULQDQ {evex},VPCLMULQDQ,
VPCLMULQDQ,VPCLMULQDQ,
VPCMPB,AVX512,
VPCMPD,AVX512,
VPCMPEQB {evex},AVX512,
VPCMPEQB,AVX512,
VPCMPEQD,AVX512,
VPCMPEQD {evex},AVX512,
VPCMPEQQ,AVX512,
VPCMPEQQ {evex},AVX512,
VPCMPEQW {evex},AVX512,
VPCMPEQW,AVX512,
VPCMPGTB {evex},AVX512,
VPCMPGTB,AVX512,
VPCMPGTD,AVX512,
VPCMPGTD {evex},AVX512,
VPCMPGTQ,AVX512,
VPCMPGTQ {evex},AVX512,
VPCMPGTW {evex},AVX512,
VPCMPGTW,AVX512,
VPCMPQ,AVX512,
VPCMPUB,AVX512,
VPCMPUD,AVX512,
VPCMPUQ,AVX512,
VPCMPUW,AVX512,
VPCMPW,AVX512,
VPCOMPRESSB,COMPRESS,
VPCOMPRESSD,COMPRESS,
VPCOMPRESSQ,COMPRESS,
VPCOMPRESSW,COMPRESS,
VPCONFLICTD,CONFLICT,
VPCONFLICTQ,CONFLICT,
VPDPBUSD {evex},AVX512,
VPDPBUSD,AVX512,
VPDPBUSDS {evex},AVX512,
VPDPBUSDS,AVX512,
VPDPWSSD {evex},AVX512,
VPDPWSSD,AVX512,
VPDPWSSDS {evex},AVX512,
VPDPWSSDS,AVX512,
VPERMB,AVX512_VBMI,
VPERMD,AVX512,
VPERMD {evex},AVX512,
VPERMI2B,AVX512_VBMI,
VPERMI2D,AVX512,
VPERMI2PD,AVX512,
VPERMI2PS,AVX512,
VPERMI2Q,AVX512,
VPERMI2W,AVX512,
VPERMILPD,AVX512,
VPERMILPD {evex},AVX512,
VPERMILPS,AVX512,
VPERMILPS {evex},AVX512,
VPERMPD,AVX512,
VPERMPD {evex},AVX512,
VPERMPS,AVX512,
VPERMPS {evex},AVX512,
VPERMQ,AVX512,
VPERMQ {evex},AVX512,
VPERMT2B,AVX512_VBMI,
VPERMT2D,AVX512,
VPERMT2PD,AVX512,
VPERMT2PS,AVX512,
VPERMT2Q,AVX512,
VPERMT2W,AVX512,
VPERMW,AVX512,
VPEXPANDB,EXPAND,
VPEXPANDD,EXPAND,
VPEXPANDQ,EXPAND,
VPEXPANDW,EXPAND,
VPEXTRB {evex},AVX512,
VPEXTRD {evex},AVX512,
VPEXTRQ {evex},AVX512,
VPEXTRW {evex},AVX512,
VPGATHERDD,GATHER,
VPGATHERDQ,GATHER,
VPGATHERQD,GATHER,
VPGATHERQQ,GATHER,
VPINSRB {evex},AVX512,
VPINSRD {evex},AVX512,
VPINSRQ {evex},AVX512,
VPINSRW {evex},AVX512,
VPLZCNTD,CONFLICT,
VPLZCNTQ,CONFLICT,
VPMADD52HUQ,IFMA,
VPMADD52LUQ,IFMA,
VPMADDUBSW {evex},AVX512,
VPMADDUBSW,AVX512,
VPMADDWD {evex},AVX512,
VPMADDWD,AVX512,
VPMAXSB {evex},AVX512,
VPMAXSB,AVX512,
VPMAXSD,AVX512,
VPMAXSD {evex},AVX512,
VPMAXSQ,AVX512,
VPMAXSW {evex},AVX512,
VPMAXSW,AVX512,
VPMAXUB {evex},AVX512,
VPMAXUB,AVX512,
VPMAXUD,AVX512,
VPMAXUD {evex},AVX512,
VPMAXUQ,AVX512,
VPMAXUW {evex},AVX512,
VPMAXUW,AVX512,
VPMINSB {evex},AVX512,
VPMINSB,AVX512,
VPMINSD,AVX512,
VPMINSD {evex},AVX512,
VPMINSQ,AVX512,
VPMINSW {evex},AVX512,
VPMINSW,AVX512,
VPMINUB {evex},AVX512,
VPMINUB,AVX512,
VPMINUD,AVX512,
VPMINUD {evex},AVX512,
VPMINUQ,AVX512,
VPMINUW {evex},AVX512,
VPMINUW,AVX512,
VPMOVB2M,DATAXFER,
VPMOVD2M,DATAXFER,
VPMOVDB,DATAXFER,
VPMOVDW,DATAXFER,
VPMOVM2B,DATAXFER,
VPMOVM2D,DATAXFER,
VPMOVM2Q,DATAXFER,
VPMOVM2W,DATAXFER,
VPMOVQ2M,DATAXFER,
VPMOVQB,DATAXFER,
VPMOVQD,DATAXFER,
VPMOVQW,DATAXFER,
VPMOVSDB,DATAXFER,
VPMOVSDW,DATAXFER,
VPMOVSQB,DATAXFER,
VPMOVSQD,DATAXFER,
VPMOVSQW,DATAXFER,
VPMOVSWB,DATAXFER,
VPMOVSXBD,DATAXFER,
VPMOVSXBD {evex},DATAXFER,
VPMOVSXBQ,DATAXFER,
VPMOVSXBQ {evex},DATAXFER,
VPMOVSXBW {evex},DATAXFER,
VPMOVSXBW,DATAXFER,
VPMOVSXDQ,DATAXFER,
VPMOVSXDQ {evex},DATAXFER,
VPMOVSXWD,DATAXFER,
VPMOVSXWD {evex},DATAXFER,
VPMOVSXWQ,DATAXFER,
VPMOVSXWQ {evex},DATAXFER,
VPMOVUSDB,DATAXFER,
VPMOVUSDW,DATAXFER,
VPMOVUSQB,DATAXFER,
VPMOVUSQD,DATAXFER,
VPMOVUSQW,DATAXFER,
VPMOVUSWB,DATAXFER,
VPMOVW2M,DATAXFER,
VPMOVWB,DATAXFER,
VPMOVZXBD,DATAXFER,
VPMOVZXBD {evex},DATAXFER,
VPMOVZXBQ,DATAXFER,
VPMOVZXBQ {evex},DATAXFER,
VPMOVZXBW {evex},DATAXFER,
VPMOVZXBW,DATAXFER,
VPMOVZXDQ,DATAXFER,
VPMOVZXDQ {evex},DATAXFER,
VPMOVZXWD,DATAXFER,
VPMOVZXWD {evex},DATAXFER,
VPMOVZXWQ,DATAXFER,
VPMOVZXWQ {evex},DATAXFER,
VPMULDQ,AVX512,
VPMULDQ {evex},AVX512,
VPMULHRSW {evex},AVX512,
VPMULHRSW,AVX512,
VPMULHUW {evex},AVX512,
VPMULHUW,AVX512,
VPMULHW {evex},AVX512,
VPMULHW,AVX512,
VPMULLD,AVX512,
VPMULLD {evex},AVX512,
VPMULLQ,AVX512,
VPMULLW {evex},AVX512,
VPMULLW,AVX512,
VPMULTISHIFTQB,AVX512_VBMI,
VPMULUDQ,AVX512,
VPMULUDQ {evex},AVX512,
VPOPCNTB,AVX512,
VPOPCNTB,AVX512_BITALG,
VPOPCNTD,AVX512,
VPOPCNTQ,AVX512,
VPOPCNTW,AVX512,
VPOPCNTW,AVX512_BITALG,
VPORD,LOGICAL,
VPORQ,LOGICAL,
VPROLD,AVX512,
VPROLQ,AVX512,
VPROLVD,AVX512,
VPROLVQ,AVX512,
VPRORD,AVX512,
VPRORQ,AVX512,
VPRORVD,AVX512,
VPRORVQ,AVX512,
VPSADBW {evex},AVX512,
VPSADBW,AVX512,
VPSCATTERDD,SCATTER,
VPSCATTERDQ,SCATTER,
VPSCATTERQD,SCATTER,
VPSCATTERQQ,SCATTER,
VPSHLDD,VBMI2,
VPSHLDQ,VBMI2,
VPSHLDVD,VBMI2,
VPSHLDVQ,VBMI2,
VPSHLDVW,VBMI2,
VPSHLDW,VBMI2,
VPSHRDD,VBMI2,
VPSHRDQ,VBMI2,
VPSHRDVD,VBMI2,
VPSHRDVQ,VBMI2,
VPSHRDVW,VBMI2,
VPSHRDW,VBMI2,
VPSHUFB {evex},AVX512,
VPSHUFB,AVX512,
VPSHUFBITQMB,AVX512,
VPSHUFBITQMB,AVX512_BITALG,
VPSHUFD,AVX512,
VPSHUFD {evex},AVX512,
VPSHUFHW {evex},AVX512,
VPSHUFHW,AVX512,
VPSHUFLW {evex},AVX512,
VPSHUFLW,AVX512,
VPSLLD,AVX512,
VPSLLD {evex},AVX512,
VPSLLDQ {evex},AVX512,
VPSLLDQ,AVX512,
VPSLLQ,AVX512,
VPSLLQ {evex},AVX512,
VPSLLVD,AVX512,
VPSLLVD {evex},AVX512,
VPSLLVQ,AVX512,
VPSLLVQ {evex},AVX512,
VPSLLVW,AVX512,
VPSLLW {evex},AVX512,
VPSLLW,AVX512,
VPSRAD,AVX512,
VPSRAD {evex},AVX512,
VPSRAQ,AVX512,
VPSRAVD,AVX512,
VPSRAVD {evex},AVX512,
VPSRAVQ,AVX512,
VPSRAVW,AVX512,
VPSRAW {evex},AVX512,
VPSRAW,AVX512,
VPSRLD,AVX512,
VPSRLD {evex},AVX512,
VPSRLDQ {evex},AVX512,
VPSRLDQ,AVX512,
VPSRLQ,AVX512,
VPSRLQ {evex},AVX512,
VPSRLVD,AVX512,
VPSRLVD {evex},AVX512,
VPSRLVQ,AVX512,
VPSRLVQ {evex},AVX512,
VPSRLVW,AVX512,
VPSRLW {evex},AVX512,
VPSRLW,AVX512,
VPSUBB {evex},AVX512,
VPSUBB,AVX512,
VPSUBD,AVX512,
VPSUBD {evex},AVX512,
VPSUBQ,AVX512,
VPSUBQ {evex},AVX512,
VPSUBSB {evex},AVX512,
VPSUBSB,AVX512,
VPSUBSW {evex},AVX512,
VPSUBSW,AVX512,
VPSUBUSB {evex},AVX512,
VPSUBUSB,AVX512,
VPSUBUSW {evex},AVX512,
VPSUBUSW,AVX512,
VPSUBW {evex},AVX512,
VPSUBW,AVX512,
VPTERNLOGD,LOGICAL,
VPTERNLOGQ,LOGICAL,
VPTESTMB,LOGICAL,
VPTESTMD,LOGICAL,
VPTESTMQ,LOGICAL,
VPTESTMW,LOGICAL,
VPTESTNMB,LOGICAL,
VPTESTNMD,LOGICAL,
VPTESTNMQ,LOGICAL,
VPTESTNMW,LOGICAL,
VPUNPCKHBW {evex},AVX512,
VPUNPCKHBW,AVX512,
VPUNPCKHDQ,AVX512,
VPUNPCKHDQ {evex},AVX512,
VPUNPCKHQDQ,AVX512,
VPUNPCKHQDQ {evex},AVX512,
VPUNPCKHWD {evex},AVX512,
VPUNPCKHWD,AVX512,
VPUNPCKLBW {evex},AVX512,
VPUNPCKLBW,AVX512,
VPUNPCKLDQ,AVX512,
VPUNPCKLDQ {evex},AVX512,
VPUNPCKLQDQ,AVX512,
VPUNPCKLQDQ {evex},AVX512,
VPUNPCKLWD {evex},AVX512,
VPUNPCKLWD,AVX512,
VPXORD,LOGICAL,
VPXORQ,LOGICAL,
VRANGEPD,AVX512,
VRANGEPS,AVX512,
VRANGESD,AVX512,
VRANGESS,AVX512,
VRCP14PD,AVX512,
VRCP14PS,AVX512,
VRCP14SD,AVX512,
VRCP14SS,AVX512,
VRCP28PD,AVX512,
VRCP28PS,AVX512,
VRCP28SD,AVX512,
VRCP28SS,AVX512,
VRCPPH,FP16,
VRCPSH,FP16,
VREDUCEPD,AVX512,
VREDUCEPH,FP16,
VREDUCEPS,AVX512,
VREDUCESD,AVX512,
VREDUCESH,FP16,
VREDUCESS,AVX512,
VRNDSCALEPD,AVX512,
VRNDSCALEPH,FP16,
VRNDSCALEPS,AVX512,
VRNDSCALESD,AVX512,
VRNDSCALESH,FP16,
VRNDSCALESS,AVX512,
VRSQRT14PD,AVX512,
VRSQRT14PS,AVX512,
VRSQRT14SD,AVX512,
VRSQRT14SS,AVX512,
VRSQRT28PD,AVX512,
VRSQRT28PS,AVX512,
VRSQRT28SD,AVX512,
VRSQRT28SS,AVX512,
VRSQRTPH,FP16,
VRSQRTSH,FP16,
VSCALEFPD,AVX512,
VSCALEFPH,FP16,
VSCALEFPS,AVX512,
VSCALEFSD,AVX512,
VSCALEFSH,FP16,
VSCALEFSS,AVX512,
VSCATTERDPD,SCATTER,
VSCATTERDPS,SCATTER,
VSCATTERPF0DPD,SCATTER,
VSCATTERPF0DPS,SCATTER,
VSCATTERPF0QPD,SCATTER,
VSCATTERPF0QPS,SCATTER,
VSCATTERPF1DPD,SCATTER,
VSCATTERPF1DPS,SCATTER,
VSCATTERPF1QPD,SCATTER,
VSCATTERPF1QPS,SCATTER,
VSCATTERQPD,SCATTER,
VSCATTERQPS,SCATTER,
VSHUFF32X4,AVX512,
VSHUFF64X2,AVX512,
VSHUFI32X4,AVX512,
VSHUFI64X2,AVX512,
VSHUFPD,AVX512,
VSHUFPD {evex},AVX512,
VSHUFPS,AVX512,
VSHUFPS {evex},AVX512,
VSQRTPD,AVX512,
VSQRTPD {evex},AVX512,
VSQRTPH,FP16,
VSQRTPS,AVX512,
VSQRTPS {evex},AVX512,
VSQRTSD {evex},AVX512,
VSQRTSD,AVX512,
VSQRTSH,FP16,
VSQRTSS {evex},AVX512,
VSQRTSS,AVX512,
VSUBPD,AVX512,
VSUBPD {evex},AVX512,
VSUBPH,FP16,
VSUBPS,AVX512,
VSUBPS {evex},AVX512,
VSUBSD {evex},AVX512,
VSUBSD,AVX512,
VSUBSH,FP16,
VSUBSS {evex},AVX512,
VSUBSS,AVX512,
VUCOMISD {evex},AVX512,
VUCOMISH,FP16,
VUCOMISS {evex},AVX512,
VUNPCKHPD,AVX512,
VUNPCKHPD {evex},AVX512,
VUNPCKHPS,AVX512,
VUNPCKHPS {evex},AVX512,
VUNPCKLPD,AVX512,
VUNPCKLPD {evex},AVX512,
VUNPCKLPS,AVX512,
VUNPCKLPS {evex},AVX512,
VXORPD {evex},LOGICAL_FP,
VXORPS {evex},LOGICAL_FP,
KADDB,KMASK,
KADDD,KMASK,
KADDQ,KMASK,
KADDW,KMASK,
KANDB,KMASK,
KANDD,KMASK,
KANDNB,KMASK,
KANDND,KMASK,
KANDNQ,KMASK,
KANDNW,KMASK,
KANDQ,KMASK,
KANDW,KMASK,
KMOVB,KMASK,
KMOVD,KMASK,
KMOVQ,KMASK,
KMOVW,KMASK,
KNOTB,KMASK,
KNOTD,KMASK,
KNOTQ,KMASK,
KNOTW,KMASK,
KORB,KMASK,
KORD,KMASK,
KORQ,KMASK,
KORTESTB,KMASK,
KORTESTD,KMASK,
KORTESTQ,KMASK,
KORTESTW,KMASK,
KORW,KMASK,
KSHIFTLB,KMASK,
KSHIFTLD,KMASK,
KSHIFTLQ,KMASK,
KSHIFTLW,KMASK,
KSHIFTRB,KMASK,
KSHIFTRD,KMASK,
KSHIFTRQ,KMASK,
KSHIFTRW,KMASK,
KTESTB,KMASK,
KTESTD,KMASK,
KTESTQ,KMASK,
KTESTW,KMASK,
KUNPCKBW,KMASK,
KUNPCKDQ,KMASK,
KUNPCKWD,KMASK,
KXNORB,KMASK,
KXNORD,KMASK,
KXNORQ,KMASK,
KXNORW,KMASK,
KXORB,KMASK,
KXORD,KMASK,
KXORQ,KMASK,
KXORW,KMASK,
VAESDEC,AES,
VAESDECLAST,AES,
VAESENC,AES,
VAESENCLAST,AES,
VAESIMC,AES,
VAESKEYGENASSIST,AES,
VPDPBUSD {vex},VEX,
VPDPBUSDS {vex},VEX,
VPDPWSSD {vex},VEX,
VPDPWSSDS {vex},VEX,
ADC,BINARY,
ADC {load},BINARY,
ADC {store},BINARY,
LOCK ADC,BINARY,
ADD,BINARY,
ADD {load},BINARY,
ADD {store},BINARY,
LOCK ADD,BINARY,
AND,LOGICAL,
AND {load},LOGICAL,
AND {store},LOGICAL,
LOCK AND,LOGICAL,
BSF,BITBYTE,
BSR,BITBYTE,
BSWAP,DATAXFER,
BT,BITBYTE,
BTC,BITBYTE,
LOCK BTC,BITBYTE,
BTR,BITBYTE,
LOCK BTR,BITBYTE,
BTS,BITBYTE,
LOCK BTS,BITBYTE,
CALL FAR,CALL,
CALL,CALL,
CALL {disp32},CALL,
CBW,CONVERT,
CDQ,CONVERT,
CLC,FLAGOP,
CLD,FLAGOP,
CLI,FLAGOP,
CLTS,SYSTEM,
CMC,FLAGOP,
CMOVB,CMOV,
CMOVBE,CMOV,
CMOVL,CMOV,
CMOVLE,CMOV,
CMOVNB,CMOV,
CMOVNBE,CMOV,
CMOVNL,CMOV,
CMOVNLE,CMOV,
CMOVNO,CMOV,
CMOVNP,CMOV,
CMOVNS,CMOV,
CMOVNZ,CMOV,
CMOVO,CMOV,
CMOVP,CMOV,
CMOVS,CMOV,
CMOVZ,CMOV,
CMP,BINARY,
CMP {load},BINARY,
CMP {store},BINARY,
CMPSB,STRINGOP,
CMPSD,STRINGOP,
CMPSW,STRINGOP,
CMPXCHG,SEMAPHORE,
CMPXCHG8B,SEMAPHORE,
LOCK CMPXCHG8B,SEMAPHORE,
LOCK CMPXCHG,SEMAPHORE,
CPUID,MISC,
CWD,CONVERT,
CWDE,CONVERT,
DEC,BINARY,
LOCK DEC,BINARY,
DIV,BINARY,
ENTERW,MISC,
ENTER,MISC,
HLT,SYSTEM,
IDIV,BINARY,
IMUL,BINARY,
IMUL {store},BINARY,
IMUL {load},BINARY,
IN,IO,
INC,BINARY,
LOCK INC,BINARY,
INSB,IOSTRINGOP,
INSD,IOSTRINGOP,
INSW,IOSTRINGOP,
INT,INTERRUPT,
INT3,INTERRUPT,
INVD,SYSTEM,
INVLPG,SYSTEM,
IRETW,RET,
IRETD,RET,
JB,COND_BR,
JB {disp32},COND_BR,
JBE,COND_BR,
JBE {disp32},COND_BR,
JL,COND_BR,
JL {disp32},COND_BR,
JLE,COND_BR,
JLE {disp32},COND_BR,
JMP,UNCOND_BR,
JMP {disp32},UNCOND_BR,
JMP FAR,UNCOND_BR,
JNB,COND_BR,
JNB {disp32},COND_BR,
JNBE,COND_BR,
JNBE {disp32},COND_BR,
JNL,COND_BR,
JNL {disp32},COND_BR,
JNLE,COND_BR,
JNLE {disp32},COND_BR,
JNO,COND_BR,
JNO {disp32},COND_BR,
JNP,COND_BR,
JNP {disp32},COND_BR,
JNS,COND_BR,
JNS {disp32},COND_BR,
JNZ,COND_BR,
JNZ {disp32},COND_BR,
JO,COND_BR,
JO {disp32},COND_BR,
JP,COND_BR,
JP {disp32},COND_BR,
JRCXZ,COND_BR,
JS,COND_BR,
JS {disp32},COND_BR,
JZ,COND_BR,
JZ {disp32},COND_BR,
LAHF,FLAGOP,
LAR,SYSTEM,
LEA,MISC,
LEAVEW,MISC,
LEAVE,MISC,
LFS,SEGOP,
LGDT,SYSTEM,
LGS,SEGOP,
LIDT,SYSTEM,
LLDT,SYSTEM,
LMSW,SYSTEM,
LODSB,STRINGOP,
LODSD,STRINGOP,
LODSW,STRINGOP,
LOOP,COND_BR,
LOOPE,COND_BR,
LOOPNE,COND_BR,
LSL,SYSTEM,
LSS,SEGOP,
LTR,SYSTEM,
MOV,DATAXFER,
MOV {load},DATAXFER,
MOV {store},DATAXFER,
MOVSB,STRINGOP,
MOVSD,STRINGOP,
MOVSW,STRINGOP,
MOVSX,DATAXFER,
MOVZX,DATAXFER,
MUL,BINARY,
NEG,BINARY,
LOCK NEG,BINARY,
NOP,NOP,
NOP,WIDENOP,
NOT,LOGICAL,
LOCK NOT,LOGICAL,
OR,LOGICAL,
OR {load},LOGICAL,
OR {store},LOGICAL,
LOCK OR,LOGICAL,
OUT,IO,
OUTSB,IOSTRINGOP,
OUTSD,IOSTRINGOP,
OUTSW,IOSTRINGOP,
POP,POP,
POPW,POP,
POPFW,POP,
PUSH,PUSH,
PUSHW,PUSH,
PUSHFW,PUSH,
RCL,ROTATE,
RCR,ROTATE,
RDMSR,SYSTEM,
RDPMC,SYSTEM,
RDTSC,SYSTEM,
REPE CMPSB,STRINGOP,
REPE CMPSD,STRINGOP,
REPE CMPSW,STRINGOP,
REPE SCASB,STRINGOP,
REPE SCASD,STRINGOP,
REPE SCASW,STRINGOP,
REPNE CMPSB,STRINGOP,
REPNE CMPSD,STRINGOP,
REPNE CMPSW,STRINGOP,
REPNE SCASB,STRINGOP,
REPNE SCASD,STRINGOP,
REPNE SCASW,STRINGOP,
REPE INSB,IOSTRINGOP,
REPNE INSB,IOSTRINGOP,
REPE INSD,IOSTRINGOP,
REPNE INSD,IOSTRINGOP,
REPE INSW,IOSTRINGOP,
REPNE INSW,IOSTRINGOP,
REPE LODSB,STRINGOP,
REPNE LODSB,STRINGOP,
REPE LODSD,STRINGOP,
REPNE LODSD,STRINGOP,
REPE LODSW,STRINGOP,
REPNE LODSW,STRINGOP,
REPE MOVSB,STRINGOP,
REPNE MOVSB,STRINGOP,
REPE MOVSD,STRINGOP,
REPNE MOVSD,STRINGOP,
REPE MOVSW,STRINGOP,
REPNE MOVSW,STRINGOP,
REPE OUTSB,IOSTRINGOP,
REPNE OUTSB,IOSTRINGOP,
REPE OUTSD,IOSTRINGOP,
REPNE OUTSD,IOSTRINGOP,
REPE OUTSW,IOSTRINGOP,
REPNE OUTSW,IOSTRINGOP,
REPE STOSB,STRINGOP,
REPNE STOSB,STRINGOP,
REPE STOSD,STRINGOP,
REPNE STOSD,STRINGOP,
REPE STOSW,STRINGOP,
REPNE STOSW,STRINGOP,
RETFW,RET,
RETF,RET,
RETFQ,RET,
RET,RET,
ROL,ROTATE,
ROR,ROTATE,
RSM,SYSRET,
SAHF,FLAGOP,
SAR,SHIFT,
SBB,BINARY,
SBB {load},BINARY,
SBB {store},BINARY,
LOCK SBB,BINARY,
SCASB,STRINGOP,
SCASD,STRINGOP,
SCASW,STRINGOP,
SETB,SETCC,
SETBE,SETCC,
SETL,SETCC,
SETLE,SETCC,
SETNB,SETCC,
SETNBE,SETCC,
SETNL,SETCC,
SETNLE,SETCC,
SETNO,SETCC,
SETNP,SETCC,
SETNS,SETCC,
SETNZ,SETCC,
SETO,SETCC,
SETP,SETCC,
SETS,SETCC,
SETZ,SETCC,
SGDT,SYSTEM,
SHL,SHIFT,
SHLD,SHIFT,
SHLD {store},SHIFT,
SHLD {load},SHIFT,
SHR,SHIFT,
SHRD,SHIFT,
SHRD {store},SHIFT,
SHRD {load},SHIFT,
SIDT,SYSTEM,
SLDT,SYSTEM,
SMSW,SYSTEM,
STC,FLAGOP,
STD,FLAGOP,
STI,FLAGOP,
STOSB,STRINGOP,
STOSD,STRINGOP,
STOSW,STRINGOP,
STR,SYSTEM,
SUB,BINARY,
SUB {load},BINARY,
SUB {store},BINARY,
LOCK SUB,BINARY,
SYSENTER,SYSCALL,
SYSEXIT,SYSRET,
TEST,LOGICAL,
UD2,MISC,
VERR,SYSTEM,
VERW,SYSTEM,
WBINVD,SYSTEM,
WRMSR,SYSTEM,
XADD,SEMAPHORE,
LOCK XADD,SEMAPHORE,
XCHG,DATAXFER,
XLAT,MISC,
XOR,LOGICAL,
XOR {load},LOGICAL,
XOR {store},LOGICAL,
LOCK XOR,LOGICAL,
ANDN,BMI1,
BEXTR,BMI1,
BLSI,BMI1,
BLSMSK,BMI1,
BLSR,BMI1,
TZCNT,BMI1,
BZHI,BMI2,
MULX,BMI2,
PDEP,BMI2,
PEXT,BMI2,
RORX,BMI2,
SARX,BMI2,
SHLX,BMI2,
SHRX,BMI2,
CLRSSBSY,CET,
ENDBR32,CET,
ENDBR64,CET,
INCSSPD,CET,
INCSSPQ,CET,
RDSSPD,CET,
RDSSPQ,CET,
RSTORSSP,CET,
SAVEPREVSSP,CET,
SETSSBSY,CET,
WRSSD,CET,
WRSSQ,CET,
WRUSSD,CET,
WRUSSQ,CET,
CLDEMOTE,CLDEMOTE,
CLFLUSHOPT,CLFLUSHOPT,
CLFLUSH,MISC,
CLWB,CLWB,
CLZERO,CLZERO,
ENQCMD,ENQCMD,
ENQCMDS,ENQCMD,
VFMADDPD,FMA4,
VFMADDPS,FMA4,
VFMADDSD,FMA4,
VFMADDSS,FMA4,
VFMADDSUBPD,FMA4,
VFMADDSUBPS,FMA4,
VFMSUBADDPD,FMA4,
VFMSUBADDPS,FMA4,
VFMSUBPD,FMA4,
VFMSUBPS,FMA4,
VFMSUBSD,FMA4,
VFMSUBSS,FMA4,
VFNMADDPD,FMA4,
VFNMADDPS,FMA4,
VFNMADDSD,FMA4,
VFNMADDSS,FMA4,
VFNMSUBPD,FMA4,
VFNMSUBPS,FMA4,
VFNMSUBSD,FMA4,
VFNMSUBSS,FMA4,
GF2P8AFFINEINVQB,GFNI,
GF2P8AFFINEQB,GFNI,
GF2P8MULB,GFNI,
HRESET,HRESET,
INVPCID,MISC,
AESDEC128KL,KEYLOCKER,
AESDEC256KL,KEYLOCKER,
AESENC128KL,KEYLOCKER,
AESENC256KL,KEYLOCKER,
ENCODEKEY128,KEYLOCKER,
ENCODEKEY256,KEYLOCKER,
LOADIWKEY,KEYLOCKER,
AESDECWIDE128KL,KEYLOCKER_WIDE,
AESDECWIDE256KL,KEYLOCKER_WIDE,
AESENCWIDE128KL,KEYLOCKER_WIDE,
AESENCWIDE256KL,KEYLOCKER_WIDE,
CDQE,CONVERT,
CMPSQ,STRINGOP,
CMPXCHG16B,SEMAPHORE,
LOCK CMPXCHG16B,SEMAPHORE,
CQO,CONVERT,
IRETQ,RET,
LODSQ,STRINGOP,
MOVSQ,STRINGOP,
MOVSXD,DATAXFER,
POPFQ,POP,
PUSHFQ,PUSH,
REPE CMPSQ,STRINGOP,
REPE SCASQ,STRINGOP,
REPNE CMPSQ,STRINGOP,
REPNE SCASQ,STRINGOP,
REPE LODSQ,STRINGOP,
REPNE LODSQ,STRINGOP,
REPE MOVSQ,STRINGOP,
REPNE MOVSQ,STRINGOP,
REPE STOSQ,STRINGOP,
REPNE STOSQ,STRINGOP,
SCASQ,STRINGOP,
STOSQ,STRINGOP,
SWAPGS,SYSTEM,
SYSCALL,SYSCALL,
SYSRET,SYSRET,
LZCNT,LZCNT,
MCOMMIT,MISC,
EMMS,MMX,
MASKMOVQ,DATAXFER,
MOVD,DATAXFER,
MOVNTQ,DATAXFER,
MOVQ,DATAXFER,
MOVQ {load},DATAXFER,
MOVQ {store},DATAXFER,
PACKSSDW,MMX,
PACKSSWB,MMX,
PACKUSWB,MMX,
PADDB,MMX,
PADDD,MMX,
PADDSB,MMX,
PADDSW,MMX,
PADDUSB,MMX,
PADDUSW,MMX,
PADDW,MMX,
PAND,LOGICAL,
PANDN,LOGICAL,
PAVGB,MMX,
PAVGW,MMX,
PCMPEQB,MMX,
PCMPEQD,MMX,
PCMPEQW,MMX,
PCMPGTB,MMX,
PCMPGTD,MMX,
PCMPGTW,MMX,
PEXTRW,MMX,
PINSRW,MMX,
PMADDWD,MMX,
PMAXSW,MMX,
PMAXUB,MMX,
PMINSW,MMX,
PMINUB,MMX,
PMOVMSKB,MMX,
PMULHUW,MMX,
PMULHW,MMX,
PMULLW,MMX,
POR,LOGICAL,
PSADBW,MMX,
PSHUFW,MMX,
PSLLD,MMX,
PSLLQ,MMX,
PSLLW,MMX,
PSRAD,MMX,
PSRAW,MMX,
PSRLD,MMX,
PSRLQ,MMX,
PSRLW,MMX,
