Assembly instruction,Category,
FEMMS,MMX,
PAVGUSB,3DNOW,
PAVGUSB,3DNOW,
PF2ID,3DNOW,
PF2ID,3DNOW,
PF2IW,3DNOW,
PF2IW,3DNOW,
PFACC,3DNOW,
PFACC,3DNOW,
PFADD,3DNOW,
PFADD,3DNOW,
PFCMPEQ,3DNOW,
PFCMPEQ,3DNOW,
PFCMPGE,3DNOW,
PFCMPGE,3DNOW,
PFCMPGT,3DNOW,
PFCMPGT,3DNOW,
PFMAX,3DNOW,
PFMAX,3DNOW,
PFMIN,3DNOW,
PFMIN,3DNOW,
PFMUL,3DNOW,
PFMUL,3DNOW,
PFNACC,3DNOW,
PFNACC,3DNOW,
PFPNACC,3DNOW,
PFPNACC,3DNOW,
PFRCP,3DNOW,
PFRCP,3DNOW,
PFRCPIT1,3DNOW,
PFRCPIT1,3DNOW,
PFRCPIT2,3DNOW,
PFRCPIT2,3DNOW,
PFRSQIT1,3DNOW,
PFRSQIT1,3DNOW,
PFRSQRT,3DNOW,
PFRSQRT,3DNOW,
PFSUB,3DNOW,
PFSUB,3DNOW,
PFSUBR,3DNOW,
PFSUBR,3DNOW,
PI2FD,3DNOW,
PI2FD,3DNOW,
PI2FW,3DNOW,
PI2FW,3DNOW,
PMULHRW,3DNOW,
PMULHRW,3DNOW,
PSWAPD,3DNOW,
PSWAPD,3DNOW,
PREFETCHW,PREFETCH,
PREFETCH,PREFETCH,
ADCX,ADOX_ADCX,
ADCX,ADOX_ADCX,
ADCX,ADOX_ADCX,
ADCX,ADOX_ADCX,
ADOX,ADOX_ADCX,
ADOX,ADOX_ADCX,
ADOX,ADOX_ADCX,
ADOX,ADOX_ADCX,
AESDEC,AES,
AESDEC,AES,
AESDECLAST,AES,
AESDECLAST,AES,
AESENC,AES,
AESENC,AES,
AESENCLAST,AES,
AESENCLAST,AES,
AESIMC,AES,
AESIMC,AES,
AESKEYGENASSIST,AES,
AESKEYGENASSIST,AES,
INVLPGB,SYSTEM,
TLBSYNC,SYSTEM,
TDPBF16PS,AMX_TILE,
TDPBSSD,AMX_TILE,
TDPBSUD,AMX_TILE,
TDPBUSD,AMX_TILE,
TDPBUUD,AMX_TILE,
LDTILECFG,AMX_TILE,
STTILECFG,AMX_TILE,
TILELOADD,AMX_TILE,
TILELOADDT1,AMX_TILE,
TILERELEASE,AMX_TILE,
TILESTORED,AMX_TILE,
TILEZERO,AMX_TILE,
VADDPD,AVX,
VADDPD,AVX,
VADDPD,AVX,
VADDPD,AVX,
VADDPS,AVX,
VADDPS,AVX,
VADDPS,AVX,
VADDPS,AVX,
VADDSD,AVX,
VADDSD,AVX,
VADDSS,AVX,
VADDSS,AVX,
VADDSUBPD,AVX,
VADDSUBPD,AVX,
VADDSUBPD,AVX,
VADDSUBPD,AVX,
VADDSUBPS,AVX,
VADDSUBPS,AVX,
VADDSUBPS,AVX,
VADDSUBPS,AVX,
VANDNPD,LOGICAL_FP,
VANDNPD,LOGICAL_FP,
VANDNPD,LOGICAL_FP,
VANDNPD,LOGICAL_FP,
VANDNPS,LOGICAL_FP,
VANDNPS,LOGICAL_FP,
VANDNPS,LOGICAL_FP,
VANDNPS,LOGICAL_FP,
VANDPD,LOGICAL_FP,
VANDPD,LOGICAL_FP,
VANDPD,LOGICAL_FP,
VANDPD,LOGICAL_FP,
VANDPS,LOGICAL_FP,
VANDPS,LOGICAL_FP,
VANDPS,LOGICAL_FP,
VANDPS,LOGICAL_FP,
VBLENDPD,AVX,
VBLENDPD,AVX,
VBLENDPD,AVX,
VBLENDPD,AVX,
VBLENDPS,AVX,
VBLENDPS,AVX,
VBLENDPS,AVX,
VBLENDPS,AVX,
VBLENDVPD,AVX,
VBLENDVPD,AVX,
VBLENDVPD,AVX,
VBLENDVPD,AVX,
VBLENDVPS,AVX,
VBLENDVPS,AVX,
VBLENDVPS,AVX,
VBLENDVPS,AVX,
VBROADCASTF128,BROADCAST,
VBROADCASTSD,BROADCAST,
VBROADCASTSS,BROADCAST,
VBROADCASTSS,BROADCAST,
VCMPPD,AVX,
VCMPPD,AVX,
VCMPPD,AVX,
VCMPPD,AVX,
VCMPPS,AVX,
VCMPPS,AVX,
VCMPPS,AVX,
VCMPPS,AVX,
VCMPSD,AVX,
VCMPSD,AVX,
VCMPSS,AVX,
VCMPSS,AVX,
VCOMISD,AVX,
VCOMISD,AVX,
VCOMISS,AVX,
VCOMISS,AVX,
VCVTDQ2PD,CONVERT,
VCVTDQ2PD,CONVERT,
VCVTDQ2PD,CONVERT,
VCVTDQ2PD,CONVERT,
VCVTDQ2PS,CONVERT,
VCVTDQ2PS,CONVERT,
VCVTDQ2PS,CONVERT,
VCVTDQ2PS,CONVERT,
VCVTPD2DQ,CONVERT,
VCVTPD2DQ,CONVERT,
VCVTPD2DQ,CONVERT,
VCVTPD2DQ,CONVERT,
VCVTPD2PS,CONVERT,
VCVTPD2PS,CONVERT,
VCVTPD2PS,CONVERT,
VCVTPD2PS,CONVERT,
VCVTPS2DQ,CONVERT,
VCVTPS2DQ,CONVERT,
VCVTPS2DQ,CONVERT,
VCVTPS2DQ,CONVERT,
VCVTPS2PD,CONVERT,
VCVTPS2PD,CONVERT,
VCVTPS2PD,CONVERT,
VCVTPS2PD,CONVERT,
VCVTSD2SI,CONVERT,
VCVTSD2SI,CONVERT,
VCVTSD2SI,CONVERT,
VCVTSD2SI,CONVERT,
VCVTSD2SS,CONVERT,
VCVTSD2SS,CONVERT,
VCVTSI2SD,CONVERT,
VCVTSI2SD,CONVERT,
VCVTSI2SD,CONVERT,
VCVTSI2SD,CONVERT,
VCVTSI2SS,CONVERT,
VCVTSI2SS,CONVERT,
VCVTSI2SS,CONVERT,
VCVTSI2SS,CONVERT,
VCVTSS2SD,CONVERT,
VCVTSS2SD,CONVERT,
VCVTSS2SI,CONVERT,
VCVTSS2SI,CONVERT,
VCVTSS2SI,CONVERT,
VCVTSS2SI,CONVERT,
VCVTTPD2DQ,CONVERT,
VCVTTPD2DQ,CONVERT,
VCVTTPD2DQ,CONVERT,
VCVTTPD2DQ,CONVERT,
VCVTTPS2DQ,CONVERT,
VCVTTPS2DQ,CONVERT,
VCVTTPS2DQ,CONVERT,
VCVTTPS2DQ,CONVERT,
VCVTTSD2SI,CONVERT,
VCVTTSD2SI,CONVERT,
VCVTTSD2SI,CONVERT,
VCVTTSD2SI,CONVERT,
VCVTTSS2SI,CONVERT,
VCVTTSS2SI,CONVERT,
VCVTTSS2SI,CONVERT,
VCVTTSS2SI,CONVERT,
VDIVPD,AVX,
VDIVPD,AVX,
VDIVPD,AVX,
VDIVPD,AVX,
VDIVPS,AVX,
VDIVPS,AVX,
VDIVPS,AVX,
VDIVPS,AVX,
VDIVSD,AVX,
VDIVSD,AVX,
VDIVSS,AVX,
VDIVSS,AVX,
VDPPD,AVX,
VDPPD,AVX,
VDPPS,AVX,
VDPPS,AVX,
VDPPS,AVX,
VDPPS,AVX,
VEXTRACTF128,AVX,
VEXTRACTF128,AVX,
VEXTRACTPS,AVX,
VEXTRACTPS,AVX,
VHADDPD,AVX,
VHADDPD,AVX,
VHADDPD,AVX,
VHADDPD,AVX,
VHADDPS,AVX,
VHADDPS,AVX,
VHADDPS,AVX,
VHADDPS,AVX,
VHSUBPD,AVX,
VHSUBPD,AVX,
VHSUBPD,AVX,
VHSUBPD,AVX,
VHSUBPS,AVX,
VHSUBPS,AVX,
VHSUBPS,AVX,
VHSUBPS,AVX,
VINSERTF128,AVX,
VINSERTF128,AVX,
VINSERTPS,AVX,
VINSERTPS,AVX,
VLDDQU,AVX,
VLDDQU,AVX,
VLDMXCSR,AVX,
VMASKMOVDQU,AVX,
VMASKMOVPD,AVX,
VMASKMOVPD,AVX,
VMASKMOVPD,AVX,
VMASKMOVPD,AVX,
VMASKMOVPS,AVX,
VMASKMOVPS,AVX,
VMASKMOVPS,AVX,
VMASKMOVPS,AVX,
VMAXPD,AVX,
VMAXPD,AVX,
VMAXPD,AVX,
VMAXPD,AVX,
VMAXPS,AVX,
VMAXPS,AVX,
VMAXPS,AVX,
VMAXPS,AVX,
VMAXSD,AVX,
VMAXSD,AVX,
VMAXSS,AVX,
VMAXSS,AVX,
VMINPD,AVX,
VMINPD,AVX,
VMINPD,AVX,
VMINPD,AVX,
VMINPS,AVX,
VMINPS,AVX,
VMINPS,AVX,
VMINPS,AVX,
VMINSD,AVX,
VMINSD,AVX,
VMINSS,AVX,
VMINSS,AVX,
VMOVAPD,DATAXFER,
VMOVAPD {load},DATAXFER,
VMOVAPD,DATAXFER,
VMOVAPD {store},DATAXFER,
VMOVAPD,DATAXFER,
VMOVAPD {load},DATAXFER,
VMOVAPD,DATAXFER,
VMOVAPD {store},DATAXFER,
VMOVAPS,DATAXFER,
VMOVAPS {load},DATAXFER,
VMOVAPS,DATAXFER,
VMOVAPS {store},DATAXFER,
VMOVAPS,DATAXFER,
VMOVAPS {load},DATAXFER,
VMOVAPS,DATAXFER,
VMOVAPS {store},DATAXFER,
VMOVD,DATAXFER,
VMOVD,DATAXFER,
VMOVD,DATAXFER,
VMOVD,DATAXFER,
VMOVDDUP,DATAXFER,
VMOVDDUP,DATAXFER,
VMOVDDUP,DATAXFER,
VMOVDDUP,DATAXFER,
VMOVDQA,DATAXFER,
VMOVDQA {load},DATAXFER,
VMOVDQA,DATAXFER,
VMOVDQA {store},DATAXFER,
VMOVDQA,DATAXFER,
VMOVDQA {load},DATAXFER,
VMOVDQA,DATAXFER,
VMOVDQA {store},DATAXFER,
VMOVDQU,DATAXFER,
VMOVDQU {load},DATAXFER,
VMOVDQU,DATAXFER,
VMOVDQU {load},DATAXFER,
VMOVDQU,DATAXFER,
VMOVDQU {store},DATAXFER,
VMOVDQU,DATAXFER,
VMOVDQU {store},DATAXFER,
VMOVHLPS,DATAXFER,
VMOVHPD,DATAXFER,
VMOVHPD,DATAXFER,
VMOVHPS,DATAXFER,
VMOVHPS,DATAXFER,
VMOVLHPS,DATAXFER,
VMOVLPD,DATAXFER,
VMOVLPD,DATAXFER,
VMOVLPS,DATAXFER,
VMOVLPS,DATAXFER,
VMOVMSKPD,DATAXFER,
VMOVMSKPD,DATAXFER,
VMOVMSKPS,DATAXFER,
VMOVMSKPS,DATAXFER,
VMOVNTDQ,DATAXFER,
VMOVNTDQ,DATAXFER,
VMOVNTDQA,DATAXFER,
VMOVNTPD,DATAXFER,
VMOVNTPD,DATAXFER,
VMOVNTPS,DATAXFER,
VMOVNTPS,DATAXFER,
VMOVQ,DATAXFER,
VMOVQ,DATAXFER,
VMOVQ,DATAXFER,
VMOVQ {load},DATAXFER,
VMOVQ,DATAXFER,
VMOVQ {store},DATAXFER,
VMOVSD,DATAXFER,
VMOVSD {load},DATAXFER,
VMOVSD,DATAXFER,
VMOVSD {store},DATAXFER,
VMOVSHDUP,DATAXFER,
VMOVSHDUP,DATAXFER,
VMOVSHDUP,DATAXFER,
VMOVSHDUP,DATAXFER,
VMOVSLDUP,DATAXFER,
VMOVSLDUP,DATAXFER,
VMOVSLDUP,DATAXFER,
VMOVSLDUP,DATAXFER,
VMOVSS,DATAXFER,
VMOVSS {load},DATAXFER,
VMOVSS,DATAXFER,
VMOVSS {store},DATAXFER,
VMOVUPD,DATAXFER,
VMOVUPD {load},DATAXFER,
VMOVUPD,DATAXFER,
VMOVUPD {store},DATAXFER,
VMOVUPD,DATAXFER,
VMOVUPD {load},DATAXFER,
VMOVUPD,DATAXFER,
VMOVUPD {store},DATAXFER,
VMOVUPS,DATAXFER,
VMOVUPS {load},DATAXFER,
VMOVUPS,DATAXFER,
VMOVUPS {store},DATAXFER,
VMOVUPS,DATAXFER,
VMOVUPS {load},DATAXFER,
VMOVUPS,DATAXFER,
VMOVUPS {store},DATAXFER,
VMPSADBW,AVX,
VMPSADBW,AVX,
VMULPD,AVX,
VMULPD,AVX,
VMULPD,AVX,
VMULPD,AVX,
VMULPS,AVX,
VMULPS,AVX,
VMULPS,AVX,
VMULPS,AVX,
VMULSD,AVX,
VMULSD,AVX,
VMULSS,AVX,
VMULSS,AVX,
VORPD,LOGICAL_FP,
VORPD,LOGICAL_FP,
VORPD,LOGICAL_FP,
VORPD,LOGICAL_FP,
VORPS,LOGICAL_FP,
VORPS,LOGICAL_FP,
VORPS,LOGICAL_FP,
VORPS,LOGICAL_FP,
VPABSB,AVX,
VPABSB,AVX,
VPABSD,AVX,
VPABSD,AVX,
VPABSW,AVX,
VPABSW,AVX,
VPACKSSDW,AVX,
VPACKSSDW,AVX,
VPACKSSWB,AVX,
VPACKSSWB,AVX,
VPACKUSDW,AVX,
VPACKUSDW,AVX,
VPACKUSWB,AVX,
VPACKUSWB,AVX,
VPADDB,AVX,
VPADDB,AVX,
VPADDD,AVX,
VPADDD,AVX,
VPADDQ,AVX,
VPADDQ,AVX,
VPADDSB,AVX,
VPADDSB,AVX,
VPADDSW,AVX,
VPADDSW,AVX,
VPADDUSB,AVX,
VPADDUSB,AVX,
VPADDUSW,AVX,
VPADDUSW,AVX,
VPADDW,AVX,
VPADDW,AVX,
VPALIGNR,AVX,
VPALIGNR,AVX,
VPAND,LOGICAL,
VPAND,LOGICAL,
VPANDN,LOGICAL,
VPANDN,LOGICAL,
VPAVGB,AVX,
VPAVGB,AVX,
VPAVGW,AVX,
VPAVGW,AVX,
VPBLENDVB,AVX,
VPBLENDVB,AVX,
VPBLENDW,AVX,
VPBLENDW,AVX,
VPCLMULQDQ,AVX,
VPCLMULQDQ,AVX,
VPCMPEQB,AVX,
VPCMPEQB,AVX,
VPCMPEQD,AVX,
VPCMPEQD,AVX,
VPCMPEQQ,AVX,
VPCMPEQQ,AVX,
VPCMPEQW,AVX,
VPCMPEQW,AVX,
VPCMPESTRI,STTNI,
VPCMPESTRI,STTNI,
VPCMPESTRIQ,STTNI,
VPCMPESTRIQ,STTNI,
VPCMPESTRM,STTNI,
VPCMPESTRM,STTNI,
VPCMPESTRMQ,STTNI,
VPCMPESTRMQ,STTNI,
VPCMPGTB,AVX,
VPCMPGTB,AVX,
VPCMPGTD,AVX,
VPCMPGTD,AVX,
VPCMPGTQ,AVX,
VPCMPGTQ,AVX,
VPCMPGTW,AVX,
VPCMPGTW,AVX,
VPCMPISTRI,STTNI,
VPCMPISTRI,STTNI,
VPCMPISTRM,STTNI,
VPCMPISTRM,STTNI,
VPERM2F128,AVX,
VPERM2F128,AVX,
VPERMILPD,AVX,
VPERMILPD,AVX,
VPERMILPD,AVX,
VPERMILPD,AVX,
VPERMILPD,AVX,
VPERMILPD,AVX,
VPERMILPD,AVX,
VPERMILPD,AVX,
VPERMILPS,AVX,
VPERMILPS,AVX,
VPERMILPS,AVX,
VPERMILPS,AVX,
VPERMILPS,AVX,
VPERMILPS,AVX,
VPERMILPS,AVX,
VPERMILPS,AVX,
VPEXTRB,AVX,
VPEXTRB,AVX,
VPEXTRD,AVX,
VPEXTRD,AVX,
VPEXTRQ,AVX,
VPEXTRQ,AVX,
VPEXTRW,AVX,
VPEXTRW,AVX,
VPHADDD,AVX,
VPHADDD,AVX,
VPHADDSW,AVX,
VPHADDSW,AVX,
VPHADDW,AVX,
VPHADDW,AVX,
VPHMINPOSUW,AVX,
VPHMINPOSUW,AVX,
VPHSUBD,AVX,
VPHSUBD,AVX,
VPHSUBSW,AVX,
VPHSUBSW,AVX,
VPHSUBW,AVX,
VPHSUBW,AVX,
VPINSRB,AVX,
VPINSRB,AVX,
VPINSRD,AVX,
VPINSRD,AVX,
VPINSRQ,AVX,
VPINSRQ,AVX,
VPINSRW,AVX,
VPINSRW,AVX,
VPMADDUBSW,AVX,
VPMADDUBSW,AVX,
VPMADDWD,AVX,
VPMADDWD,AVX,
VPMAXSB,AVX,
VPMAXSB,AVX,
VPMAXSD,AVX,
VPMAXSD,AVX,
VPMAXSW,AVX,
VPMAXSW,AVX,
VPMAXUB,AVX,
VPMAXUB,AVX,
VPMAXUD,AVX,
VPMAXUD,AVX,
VPMAXUW,AVX,
VPMAXUW,AVX,
VPMINSB,AVX,
VPMINSB,AVX,
VPMINSD,AVX,
VPMINSD,AVX,
VPMINSW,AVX,
VPMINSW,AVX,
VPMINUB,AVX,
VPMINUB,AVX,
VPMINUD,AVX,
VPMINUD,AVX,
VPMINUW,AVX,
VPMINUW,AVX,
VPMOVMSKB,AVX,
VPMOVSXBD,AVX,
VPMOVSXBD,AVX,
VPMOVSXBQ,AVX,
VPMOVSXBQ,AVX,
VPMOVSXBW,AVX,
VPMOVSXBW,AVX,
VPMOVSXDQ,AVX,
VPMOVSXDQ,AVX,
VPMOVSXWD,AVX,
VPMOVSXWD,AVX,
VPMOVSXWQ,AVX,
VPMOVSXWQ,AVX,
VPMOVZXBD,AVX,
VPMOVZXBD,AVX,
VPMOVZXBQ,AVX,
VPMOVZXBQ,AVX,
VPMOVZXBW,AVX,
VPMOVZXBW,AVX,
VPMOVZXDQ,AVX,
VPMOVZXDQ,AVX,
VPMOVZXWD,AVX,
VPMOVZXWD,AVX,
VPMOVZXWQ,AVX,
VPMOVZXWQ,AVX,
VPMULDQ,AVX,
VPMULDQ,AVX,
VPMULHRSW,AVX,
VPMULHRSW,AVX,
VPMULHUW,AVX,
VPMULHUW,AVX,
VPMULHW,AVX,
VPMULHW,AVX,
VPMULLD,AVX,
VPMULLD,AVX,
VPMULLW,AVX,
VPMULLW,AVX,
VPMULUDQ,AVX,
VPMULUDQ,AVX,
VPOR,LOGICAL,
VPOR,LOGICAL,
VPSADBW,AVX,
VPSADBW,AVX,
VPSHUFB,AVX,
VPSHUFB,AVX,
VPSHUFD,AVX,
VPSHUFD,AVX,
VPSHUFHW,AVX,
VPSHUFHW,AVX,
VPSHUFLW,AVX,
VPSHUFLW,AVX,
VPSIGNB,AVX,
VPSIGNB,AVX,
VPSIGND,AVX,
VPSIGND,AVX,
VPSIGNW,AVX,
VPSIGNW,AVX,
VPSLLD,AVX,
VPSLLD,AVX,
VPSLLD,AVX,
VPSLLDQ,AVX,
VPSLLQ,AVX,
VPSLLQ,AVX,
VPSLLQ,AVX,
VPSLLW,AVX,
VPSLLW,AVX,
VPSLLW,AVX,
VPSRAD,AVX,
VPSRAD,AVX,
VPSRAD,AVX,
VPSRAW,AVX,
VPSRAW,AVX,
VPSRAW,AVX,
VPSRLD,AVX,
VPSRLD,AVX,
VPSRLD,AVX,
VPSRLDQ,AVX,
VPSRLQ,AVX,
VPSRLQ,AVX,
VPSRLQ,AVX,
VPSRLW,AVX,
VPSRLW,AVX,
VPSRLW,AVX,
VPSUBB,AVX,
VPSUBB,AVX,
VPSUBD,AVX,
VPSUBD,AVX,
VPSUBQ,AVX,
VPSUBQ,AVX,
VPSUBSB,AVX,
VPSUBSB,AVX,
VPSUBSW,AVX,
VPSUBSW,AVX,
VPSUBUSB,AVX,
VPSUBUSB,AVX,
VPSUBUSW,AVX,
VPSUBUSW,AVX,
VPSUBW,AVX,
VPSUBW,AVX,
VPTEST,LOGICAL,
VPTEST,LOGICAL,
VPTEST,LOGICAL,
VPTEST,LOGICAL,
VPUNPCKHBW,AVX,
VPUNPCKHBW,AVX,
VPUNPCKHDQ,AVX,
VPUNPCKHDQ,AVX,
VPUNPCKHQDQ,AVX,
VPUNPCKHQDQ,AVX,
VPUNPCKHWD,AVX,
VPUNPCKHWD,AVX,
VPUNPCKLBW,AVX,
VPUNPCKLBW,AVX,
VPUNPCKLDQ,AVX,
VPUNPCKLDQ,AVX,
VPUNPCKLQDQ,AVX,
VPUNPCKLQDQ,AVX,
VPUNPCKLWD,AVX,
VPUNPCKLWD,AVX,
VPXOR,LOGICAL,
VPXOR,LOGICAL,
VRCPPS,AVX,
VRCPPS,AVX,
VRCPPS,AVX,
VRCPPS,AVX,
VRCPSS,AVX,
VRCPSS,AVX,
VROUNDPD,AVX,
VROUNDPD,AVX,
VROUNDPD,AVX,
VROUNDPD,AVX,
VROUNDPS,AVX,
VROUNDPS,AVX,
VROUNDPS,AVX,
VROUNDPS,AVX,
VROUNDSD,AVX,
VROUNDSD,AVX,
VROUNDSS,AVX,
VROUNDSS,AVX,
VRSQRTPS,AVX,
VRSQRTPS,AVX,
VRSQRTPS,AVX,
VRSQRTPS,AVX,
VRSQRTSS,AVX,
VRSQRTSS,AVX,
VSHUFPD,AVX,
VSHUFPD,AVX,
VSHUFPD,AVX,
VSHUFPD,AVX,
VSHUFPS,AVX,
VSHUFPS,AVX,
VSHUFPS,AVX,
VSHUFPS,AVX,
VSQRTPD,AVX,
VSQRTPD,AVX,
VSQRTPD,AVX,
VSQRTPD,AVX,
VSQRTPS,AVX,
VSQRTPS,AVX,
VSQRTPS,AVX,
VSQRTPS,AVX,
VSQRTSD,AVX,
VSQRTSD,AVX,
VSQRTSS,AVX,
VSQRTSS,AVX,
VSTMXCSR,AVX,
VSUBPD,AVX,
VSUBPD,AVX,
VSUBPD,AVX,
VSUBPD,AVX,
VSUBPS,AVX,
VSUBPS,AVX,
VSUBPS,AVX,
VSUBPS,AVX,
VSUBSD,AVX,
VSUBSD,AVX,
VSUBSS,AVX,
VSUBSS,AVX,
VTESTPD,LOGICAL_FP,
VTESTPD,LOGICAL_FP,
VTESTPD,LOGICAL_FP,
VTESTPD,LOGICAL_FP,
VTESTPS,LOGICAL_FP,
VTESTPS,LOGICAL_FP,
VTESTPS,LOGICAL_FP,
VTESTPS,LOGICAL_FP,
VUCOMISD,AVX,
VUCOMISD,AVX,
VUCOMISS,AVX,
VUCOMISS,AVX,
VUNPCKHPD,AVX,
VUNPCKHPD,AVX,
VUNPCKHPD,AVX,
VUNPCKHPD,AVX,
VUNPCKHPS,AVX,
VUNPCKHPS,AVX,
VUNPCKHPS,AVX,
VUNPCKHPS,AVX,
VUNPCKLPD,AVX,
VUNPCKLPD,AVX,
VUNPCKLPD,AVX,
VUNPCKLPD,AVX,
VUNPCKLPS,AVX,
VUNPCKLPS,AVX,
VUNPCKLPS,AVX,
VUNPCKLPS,AVX,
VXORPD,LOGICAL_FP,
VXORPD,LOGICAL_FP,
VXORPD,LOGICAL_FP,
VXORPD,LOGICAL_FP,
VXORPS,LOGICAL_FP,
VXORPS,LOGICAL_FP,
VXORPS,LOGICAL_FP,
VXORPS,LOGICAL_FP,
VZEROALL,AVX,
VZEROUPPER,AVX,
VBROADCASTI128,BROADCAST,
VBROADCASTSD,BROADCAST,
VBROADCASTSS,BROADCAST,
VBROADCASTSS,BROADCAST,
VEXTRACTI128,AVX2,
VEXTRACTI128,AVX2,
VINSERTI128,AVX2,
VINSERTI128,AVX2,
VMOVNTDQA,DATAXFER,
VMPSADBW,AVX2,
VMPSADBW,AVX2,
VPABSB,AVX2,
VPABSB,AVX2,
VPABSD,AVX2,
VPABSD,AVX2,
VPABSW,AVX2,
VPABSW,AVX2,
VPACKSSDW,AVX2,
VPACKSSDW,AVX2,
VPACKSSWB,AVX2,
VPACKSSWB,AVX2,
VPACKUSDW,AVX2,
VPACKUSDW,AVX2,
VPACKUSWB,AVX2,
VPACKUSWB,AVX2,
VPADDB,AVX2,
VPADDB,AVX2,
VPADDD,AVX2,
VPADDD,AVX2,
VPADDQ,AVX2,
VPADDQ,AVX2,
VPADDSB,AVX2,
VPADDSB,AVX2,
VPADDSW,AVX2,
VPADDSW,AVX2,
VPADDUSB,AVX2,
VPADDUSB,AVX2,
VPADDUSW,AVX2,
VPADDUSW,AVX2,
VPADDW,AVX2,
VPADDW,AVX2,
VPALIGNR,AVX2,
VPALIGNR,AVX2,
VPAND,LOGICAL,
VPAND,LOGICAL,
VPANDN,LOGICAL,
VPANDN,LOGICAL,
VPAVGB,AVX2,
VPAVGB,AVX2,
VPAVGW,AVX2,
VPAVGW,AVX2,
VPBLENDD,AVX2,
VPBLENDD,AVX2,
VPBLENDD,AVX2,
VPBLENDD,AVX2,
VPBLENDVB,AVX2,
VPBLENDVB,AVX2,
VPBLENDW,AVX2,
VPBLENDW,AVX2,
VPBROADCASTB,BROADCAST,
VPBROADCASTB,BROADCAST,
VPBROADCASTB,BROADCAST,
VPBROADCASTB,BROADCAST,
VPBROADCASTD,BROADCAST,
VPBROADCASTD,BROADCAST,
VPBROADCASTD,BROADCAST,
VPBROADCASTD,BROADCAST,
VPBROADCASTQ,BROADCAST,
VPBROADCASTQ,BROADCAST,
VPBROADCASTQ,BROADCAST,
VPBROADCASTQ,BROADCAST,
VPBROADCASTW,BROADCAST,
VPBROADCASTW,BROADCAST,
VPBROADCASTW,BROADCAST,
VPBROADCASTW,BROADCAST,
VPCMPEQB,AVX2,
VPCMPEQB,AVX2,
VPCMPEQD,AVX2,
VPCMPEQD,AVX2,
VPCMPEQQ,AVX2,
VPCMPEQQ,AVX2,
VPCMPEQW,AVX2,
VPCMPEQW,AVX2,
VPCMPGTB,AVX2,
VPCMPGTB,AVX2,
VPCMPGTD,AVX2,
VPCMPGTD,AVX2,
VPCMPGTQ,AVX2,
VPCMPGTQ,AVX2,
VPCMPGTW,AVX2,
VPCMPGTW,AVX2,
VPERM2I128,AVX2,
VPERM2I128,AVX2,
VPERMD,AVX2,
VPERMD,AVX2,
VPERMPD,AVX2,
VPERMPD,AVX2,
VPERMPS,AVX2,
VPERMPS,AVX2,
VPERMQ,AVX2,
VPERMQ,AVX2,
VPHADDD,AVX2,
VPHADDD,AVX2,
VPHADDSW,AVX2,
VPHADDSW,AVX2,
VPHADDW,AVX2,
VPHADDW,AVX2,
VPHSUBD,AVX2,
VPHSUBD,AVX2,
VPHSUBSW,AVX2,
VPHSUBSW,AVX2,
VPHSUBW,AVX2,
VPHSUBW,AVX2,
VPMADDUBSW,AVX2,
VPMADDUBSW,AVX2,
VPMADDWD,AVX2,
VPMADDWD,AVX2,
VPMASKMOVD,AVX2,
VPMASKMOVD,AVX2,
VPMASKMOVD,AVX2,
VPMASKMOVD,AVX2,
VPMASKMOVQ,AVX2,
VPMASKMOVQ,AVX2,
VPMASKMOVQ,AVX2,
VPMASKMOVQ,AVX2,
VPMAXSB,AVX2,
VPMAXSB,AVX2,
VPMAXSD,AVX2,
VPMAXSD,AVX2,
VPMAXSW,AVX2,
VPMAXSW,AVX2,
VPMAXUB,AVX2,
VPMAXUB,AVX2,
VPMAXUD,AVX2,
VPMAXUD,AVX2,
VPMAXUW,AVX2,
VPMAXUW,AVX2,
VPMINSB,AVX2,
VPMINSB,AVX2,
VPMINSD,AVX2,
VPMINSD,AVX2,
VPMINSW,AVX2,
VPMINSW,AVX2,
VPMINUB,AVX2,
VPMINUB,AVX2,
VPMINUD,AVX2,
VPMINUD,AVX2,
VPMINUW,AVX2,
VPMINUW,AVX2,
VPMOVMSKB,AVX2,
VPMOVSXBD,AVX2,
VPMOVSXBD,AVX2,
VPMOVSXBQ,AVX2,
VPMOVSXBQ,AVX2,
VPMOVSXBW,AVX2,
VPMOVSXBW,AVX2,
VPMOVSXDQ,AVX2,
VPMOVSXDQ,AVX2,
VPMOVSXWD,AVX2,
VPMOVSXWD,AVX2,
VPMOVSXWQ,AVX2,
VPMOVSXWQ,AVX2,
VPMOVZXBD,AVX2,
VPMOVZXBD,AVX2,
VPMOVZXBQ,AVX2,
VPMOVZXBQ,AVX2,
VPMOVZXBW,AVX2,
VPMOVZXBW,AVX2,
VPMOVZXDQ,AVX2,
VPMOVZXDQ,AVX2,
VPMOVZXWD,AVX2,
VPMOVZXWD,AVX2,
VPMOVZXWQ,AVX2,
VPMOVZXWQ,AVX2,
VPMULDQ,AVX2,
VPMULDQ,AVX2,
VPMULHRSW,AVX2,
VPMULHRSW,AVX2,
VPMULHUW,AVX2,
VPMULHUW,AVX2,
VPMULHW,AVX2,
VPMULHW,AVX2,
VPMULLD,AVX2,
VPMULLD,AVX2,
VPMULLW,AVX2,
VPMULLW,AVX2,
VPMULUDQ,AVX2,
VPMULUDQ,AVX2,
VPOR,LOGICAL,
